url,brandName,industry,country
https://www.91app.com,91APP,technology,TW
https://www.cyberbiz.io,Cyberbiz,technology,TW
https://www.mitake.com.tw,三竹資訊,technology,TW
https://www.ares.com.tw,叡揚資訊,technology,TW
https://www.systex.com,精誠資訊,technology,TW
https://www.104.com.tw,104人力銀行,professional_services,TW
https://www.518.com.tw,518人力銀行,professional_services,TW
https://www.1111.com.tw,1111人力銀行,professional_services,TW
https://www.mayohr.com,MayoHR,technology,TW
https://www.cake.me,CakeResume,technology,TW
https://www.jkos.com,街口支付,finance,TW
https://www.easycard.com.tw,悠遊卡,finance,TW
https://www.cathayholdings.com,國泰金控,finance,TW
https://www.fubon.com,富邦金控,finance,TW
https://www.esunbank.com.tw,玉山銀行,finance,TW
