url,brandName,industry,country
https://www.worldgymtaiwan.com,World Gym健身俱樂部,fitness,TW
https://www.fitnessfactory.com.tw,健身工廠,fitness,TW
https://www.beinggym.com.tw,Being Sport運動健身,fitness,TW
https://www.anytimefitness.tw,Anytime Fitness台灣,fitness,TW
https://www.spaceyoga.com,Space Yoga,fitness,TW
https://www.trueyoga.com.tw,True Yoga,fitness,TW
https://www.corefirst.com.tw,Core First健身,fitness,TW
https://www.7gym.com.tw,柒健身,fitness,TW
https://www.soulcycle.com.tw,SoulCycle台灣,fitness,TW
https://www.crossfit-taipei.com,CrossFit Taipei,fitness,TW
