url,brandName,industry,country
https://www.cathayholdings.com,國泰金控,finance,TW
https://www.fubon.com,富邦金控,finance,TW
https://www.esunbank.com.tw,玉山銀行,finance,TW
https://www.ctbcbank.com,中國信託,finance,TW
https://www.taishinbank.com.tw,台新銀行,finance,TW
https://www.megabank.com.tw,兆豐銀行,finance,TW
https://www.firstbank.com.tw,第一銀行,finance,TW
https://www.sinopac.com,永豐金控,finance,TW
https://www.yuantabank.com.tw,元大銀行,finance,TW
https://www.skbank.com.tw,新光銀行,finance,TW
https://www.jkos.com,街口支付,finance,TW
https://www.easycard.com.tw,悠遊卡公司,finance,TW
https://www.ipass.com.tw,一卡通,finance,TW
https://www.cathaylife.com.tw,國泰人壽,finance,TW
https://www.ftlife.com.tw,富邦人壽,finance,TW
https://www.taiwanlife.com,台灣人壽,finance,TW
https://www.twse.com.tw,台灣證券交易所,finance,TW
https://www.tdcc.com.tw,集保結算所,finance,TW
https://invest.cnyes.com,鉅亨網,finance,TW
https://www.cmoney.tw,CMoney,finance,TW
