url,brandName,industry,country
https://www.drantony.com.tw,似真牙醫診所,dental,TW
https://www.beautysmile.com.tw,品維美學牙醫,dental,TW
https://www.yfdental.com.tw,悅庭牙醫診所,dental,TW
https://www.jfreyesdental.com.tw,J.Freyes 牙醫診所,dental,TW
https://www.gotodentist.com.tw,光流牙醫診所,dental,TW
https://www.stardentalclinic.tw,星采牙醫診所,dental,TW
https://www.happydental.tw,快樂牙醫,dental,TW
https://www.smiledentistry.tw,微笑美學牙醫,dental,TW
https://www.gooddental.com.tw,品粹牙醫診所,dental,TW
https://www.royaldental.com.tw,皇家牙醫診所,dental,TW
