url,brandName,industry,country
https://www.cathaylife.com.tw,國泰人壽,finance,TW
https://www.ftlife.com.tw,富邦人壽,finance,TW
https://www.nanshan.com.tw,南山人壽,finance,TW
https://www.taiwanlife.com,台灣人壽,finance,TW
https://www.chinalife.com.tw,中國人壽,finance,TW
https://www.sinarmas.com.tw,新光人壽,finance,TW
https://www.nfrdi.org.tw,保險事業發展中心,finance,TW
https://www.fubon-ins.com.tw,富邦產險,finance,TW
https://www.msig-mingtai.com.tw,明台產險,finance,TW
https://www.cathay-ins.com.tw,國泰產險,finance,TW
https://www.zurich.com.tw,蘇黎世保險台灣,finance,TW
https://www.aig.com.tw,AIG台灣,finance,TW
https://www.aia.com.tw,友邦保險台灣,finance,TW
https://www.cigna.com.tw,康健人壽,finance,TW
https://www.pruflife.com.tw,保誠人壽,finance,TW
