url,brandName,industry,country
https://www.burgking.com.tw,漢堡王台灣,restaurant,TW
https://www.sukiya.com.tw,すき家台灣,restaurant,TW
https://www.kuroda.com.tw,黑田日本料理,restaurant,TW
https://www.nandos.com.tw,Nando's台灣,restaurant,TW
https://www.sharetea.com.tw,歇腳亭,restaurant,TW
https://www.comebuy.com.tw,COMEBUY,restaurant,TW
https://www.gongcha.com.tw,貢茶,restaurant,TW
https://www.milkshoptea.com,迷客夏,restaurant,TW
https://www.tiger-sugar.com,老虎堂,restaurant,TW
https://www.jollibee.com.tw,Jollibee台灣,restaurant,TW
https://www.txb.com.tw,鼎王麻辣鍋,restaurant,TW
https://www.haidilao.com/tw,海底撈台灣,restaurant,TW
https://www.sushiro.com.tw,壽司郎台灣,restaurant,TW
https://www.kurazushi.tw,藏壽司台灣,restaurant,TW
https://www.mala-tang.com.tw,三媽臭臭鍋,restaurant,TW
https://www.royalhost.com.tw,樂雅樂,restaurant,TW
https://www.dicos.com.tw,德克士台灣,restaurant,TW
https://www.krispy-kreme.com.tw,Krispy Kreme台灣,restaurant,TW
https://www.misterdonut.com.tw,Mister Donut台灣,restaurant,TW
https://www.chateraise.co.jp/tw,洋菓子台灣,restaurant,TW
