url,brandName,industry,country
https://www.eztravel.com.tw,易遊網,hospitality,TW
https://www.kkday.com,KKday,hospitality,TW
https://www.klook.com/zh-TW,Klook台灣,hospitality,TW
https://www.liontravel.com,雄獅旅遊,hospitality,TW
https://www.starlux-airlines.com,星宇航空,hospitality,TW
https://www.china-airlines.com,中華航空,hospitality,TW
https://www.evaair.com,長榮航空,hospitality,TW
https://www.tigerairtw.com,台灣虎航,hospitality,TW
https://www.agoda.com,Agoda台灣,hospitality,TW
https://www.booking.com,Booking.com台灣,hospitality,TW
https://www.silkshotelgroup.com,晶華酒店集團,hospitality,TW
https://www.landishotelsresorts.com,亞都麗緻,hospitality,TW
https://www.grandhotel.org,圓山大飯店,hospitality,TW
https://www.shangri-la.com/tw,香格里拉台北,hospitality,TW
https://www.caesarpark.com.tw,凱撒大飯店,hospitality,TW
https://www.ambassador-hotels.com,國賓大飯店,hospitality,TW
https://www.evergreen-hotels.com,長榮桂冠酒店,hospitality,TW
https://www.fihresort.com,福華大飯店,hospitality,TW
https://www.lealeahotel.com,力麗觀光,hospitality,TW
https://www.hotelroyal.com.tw,老爺酒店集團,hospitality,TW
