url,brandName,industry,country
https://www.momo.com.tw,momo購物網,retail,TW
https://www.pchome.com.tw,PChome,retail,TW
https://shopping.yahoo.com.tw,Yahoo購物中心,retail,TW
https://www.shopee.tw,蝦皮購物,retail,TW
https://www.books.com.tw,博客來,retail,TW
https://www.eslite.com,誠品網路書店,retail,TW
https://www.kingstone.com.tw,金石堂,retail,TW
https://www.costco.com.tw,好市多,retail,TW
https://www.ikea.com/tw,IKEA台灣,retail,TW
https://www.uniqlo.com/tw,UNIQLO台灣,retail,TW
https://www.zara.com/tw,ZARA台灣,retail,TW
https://tw.carrefour.com.tw,家樂福,retail,TW
https://www.levis.com.tw,Levi's台灣,retail,TW
https://www.adidas.com.tw,adidas台灣,retail,TW
https://www.nike.com/tw,Nike台灣,retail,TW
https://www.apple.com/tw,Apple台灣,technology,TW
https://www.samsung.com/tw,Samsung台灣,technology,TW
https://www.asus.com/tw,華碩,technology,TW
https://www.acer.com/tw,宏碁,technology,TW
https://www.htc.com/tw,HTC,technology,TW
