url,brandName,industry,country
https://www.ntuh.gov.tw,台大醫院,healthcare,TW
https://www.vghtpe.gov.tw,台北榮民總醫院,healthcare,TW
https://www1.cgmh.org.tw,林口長庚醫院,healthcare,TW
https://www.mmh.org.tw,馬偕紀念醫院,healthcare,TW
https://www.chimei.org.tw,奇美醫院,healthcare,TW
https://www.kmuh.org.tw,高雄醫學大學附設醫院,healthcare,TW
https://www.tzuchi.com.tw,慈濟醫院,healthcare,TW
https://www.vghks.gov.tw,高雄榮民總醫院,healthcare,TW
https://www.nckuh.org.tw,成大醫院,healthcare,TW
https://www.tmuh.org.tw,台北醫學大學附設醫院,healthcare,TW
https://www.cgh.org.tw,國泰醫院,healthcare,TW
https://www.wanfang.gov.tw,萬芳醫院,healthcare,TW
https://www.skh.org.tw,新光醫院,healthcare,TW
https://www.femh.org.tw,亞東醫院,healthcare,TW
https://www.pfrh.mohw.gov.tw,雙和醫院,healthcare,TW
