url,brandName,industry,country
https://www.liruchiro.com,立如整復,traditional_medicine,TW
https://www.tuina.tw,脊好整復推拿,traditional_medicine,TW
https://boginhall.com,撥筋堂傳統整復推拿,traditional_medicine,TW
https://tangsixbook.com,唐六典傳統整復推拿,traditional_medicine,TW
https://www.damo.com.tw,達摩院整復推拿,traditional_medicine,TW
https://jengyuantang.com,正原堂整復所,traditional_medicine,TW
https://www.masterwubodybalance.com,巫老師傳統整復推拿,traditional_medicine,TW
https://www.goodspinestudio.com,善脊能量保健中心,traditional_medicine,TW
https://www.chqmassage.com,長青整復所,traditional_medicine,TW
https://www.0986685772.com,肌筋膜骨傷整復推拿協會,traditional_medicine,TW
http://www.p-massage.com,傳福堂傳統整復推拿,traditional_medicine,TW
https://www.chirocare.org.tw,台灣推拿整復協會,traditional_medicine,TW
https://www.taiwan-tcm.com,台灣傳統醫學網,traditional_medicine,TW
