url,brandName,industry,country
https://www.eztravel.com.tw,易遊網,hospitality,TW
https://www.kkday.com,KKday,hospitality,TW
https://www.klook.com/zh-TW,Klook台灣,hospitality,TW
https://www.liontravel.com,雄獅旅遊,hospitality,TW
https://www.starlux-airlines.com,星宇航空,hospitality,TW
https://www.china-airlines.com,中華航空,hospitality,TW
https://www.evaair.com,長榮航空,hospitality,TW
https://www.tigerairtw.com,台灣虎航,hospitality,TW
https://www.booking.com,Booking.com,hospitality,TW
https://www.agoda.com,Agoda,hospitality,TW
https://www.airbnb.com.tw,Airbnb台灣,hospitality,TW
https://www.expedia.com.tw,Expedia台灣,hospitality,TW
https://www.trivago.com.tw,trivago台灣,hospitality,TW
https://www.hotels.com/zh-tw,Hotels.com台灣,hospitality,TW
https://www.trip.com/zh-tw,Trip.com台灣,hospitality,TW
